id,query,response,open_code_notes
ff9c9a8f-f0d4-46b9-bb33-ccd3d52845b5,what's a good thai vegan lunch?,"## Thai Peanut Buddha Bowl

A vibrant and satisfying bowl filled with fresh veggies, quinoa, and a creamy peanut sauce — perfect for a healthy vegan lunch!

### Ingredients (for 1 person)
* 1/2 cup cooked quinoa
* 1/2 cup mixed vegetables (like bell pepper, cucumber, and carrots, chopped)
* 1/4 cup canned chickpeas, drained and rinsed
* 1/4 avocado, sliced
* 1 tbsp peanut butter
* 1 tbsp soy sauce or tamari (for gluten-free)
* 1 tbsp lime juice
* 1 tsp maple syrup (or agave nectar)
* 1 tsp sesame oil
* 1 tablespoon chopped fresh cilantro (optional, for garnish)

### Instructions
1. In a bowl, combine cooked quinoa, mixed vegetables, and chickpeas.
2. In a small bowl, whisk together peanut butter, soy sauce, lime juice, maple syrup, and sesame oil until smooth.
3. Drizzle the peanut sauce over the quinoa and vegetable mixture.
4. Top with sliced avocado and garnish with fresh cilantro, if using.
5. Enjoy immediately or pack for lunch!

### Tips
* Feel free to swap the mixed veggies with any of your favorites, like steamed broccoli or snap peas.
* To make it spicier, add a pinch of chili flakes or a dash of sriracha to the peanut sauce.","No errors"
322563da-a80c-4a6a-bf1a-75dfb26cf93f,need ideas for a chinese lunch!,"## Quick Garlic Broccoli Stir-Fry

A vibrant and flavorful dish featuring fresh broccoli tossed in a garlic soy sauce that’s ready in a flash. Perfect for a satisfying and healthy lunch!

### Ingredients (for 1 person)
* 2 cups broccoli florets (about 150 grams)
* 1 tbsp soy sauce
* 1 tbsp olive oil or sesame oil
* 2 cloves garlic, minced
* 1/2 tsp ginger, grated (optional)
* 1/2 tsp red pepper flakes (optional, for heat)
* Salt and pepper, to taste
* Cooked rice or noodles (for serving)

### Instructions
1. Heat the oil in a large skillet or wok over medium-high heat.
2. Add the minced garlic and grated ginger (if using) to the pan, and sauté for about 30 seconds until fragrant.
3. Add the broccoli florets to the pan, and stir-fry for 3–5 minutes until they are bright green and tender-crisp.
4. Pour in the soy sauce and red pepper flakes (if using). Toss to coat the broccoli evenly and cook for another minute.
5. Season with salt and pepper to taste, then remove from heat.
6. Serve immediately over cooked rice or noodles.

### Tips
* You can add protein like chicken, shrimp, or tofu to make it heartier.
* For an even quicker version, use frozen broccoli florets and stir-fry directly from frozen.","No errors"
4569add6-0542-4c2c-a733-df285367ea44,looking for a gluten free thai lunch!,"## Quick Thai Shrimp and Vegetable Stir-Fry

This colorful stir-fry is a delicious way to enjoy Thai flavors while being gluten-free. Loaded with shrimp and fresh vegetables, it can be made in just 15 minutes!

### Ingredients (for 1 person)
* 150 g shrimp (peeled and deveined)
* 1 cup mixed vegetables (e.g., bell peppers, snap peas, and carrots)
* 1 tbsp olive oil
* 1 tsp minced garlic
* 1 tbsp gluten-free soy sauce or tamari
* 1/2 tbsp fish sauce (optional)
* 1/2 tsp lime juice
* Fresh cilantro (for garnish)
* Cooked rice or quinoa (for serving, optional)

### Instructions
1. Heat olive oil in a large skillet or wok over medium-high heat.
2. Add minced garlic and sauté for about 10 seconds until fragrant.
3. Add shrimp and cook until pink and opaque, about 3–4 minutes.
4. Stir in mixed vegetables and cook for another 2–3 minutes until just tender.
5. Add gluten-free soy sauce, fish sauce (if using), and lime juice; toss to combine.
6. Remove from heat and garnish with fresh cilantro.
7. Serve hot over rice or quinoa if desired.

### Tips
* Feel free to customize the vegetables based on your preferences or what you have on hand.
* For a vegetarian option, substitute shrimp with firm tofu.","No errors"
794e8bcd-8f61-4f15-b466-c87bec1c82e0,need a good thai lunch recipe!,"## Quick Thai Basil Chicken

A flavorful and aromatic dish that's both satisfying and quick to prepare, perfect for a delightful lunch.

### Ingredients (for 1 person)
* 200g chicken breast, thinly sliced
* 1 cup fresh Thai basil leaves (or regular basil as a substitute)
* 1 tbsp vegetable oil
* 2 cloves garlic, minced
* 1 red chili, sliced (adjust to your heat preference)
* 1 tbsp soy sauce
* 1 tbsp oyster sauce
* 1 tsp sugar
* 1 cup cooked jasmine rice (for serving)

### Instructions
1. Heat the vegetable oil in a skillet over medium-high heat.
2. Add the minced garlic and sliced red chili, stir-frying for about 30 seconds until fragrant.
3. Add the sliced chicken and cook, stirring frequently, until no longer pink (about 4–5 minutes).
4. Stir in the soy sauce, oyster sauce, and sugar; cook for an additional 2 minutes.
5. Add the Thai basil leaves and toss until just wilted (about 1 minute).
6. Serve hot over cooked jasmine rice.

### Tips
* For a vegetarian option, substitute chicken with tofu or tempeh.
* If you can't find fresh Thai basil, use sweet basil or even spinach for a different twist.","No errors"
9fa653a4-529a-4252-bf82-696a156d921a,easy vegan chinese snack ideas pls!,"## Crispy Vegan Spring Rolls

These quick and delicious vegan spring rolls are a perfect snack for any time of day. They are filled with fresh vegetables and packed with flavor, making them a healthy choice!

### Ingredients (for 1 serving)
* 4 rice paper wrappers
* 1/2 cup shredded cabbage
* 1/4 cup grated carrots
* 1/4 cup cucumber, julienned
* 1/4 avocado, sliced
* Fresh cilantro leaves (a handful)
* 2 tbsp soy sauce (or tamari for gluten-free)
* 1 tsp sesame oil
* Optional: hot sauce for dipping

### Instructions
1. Prepare a shallow dish of warm water. Dip one rice paper wrapper in the water for 10-15 seconds until soft, then lay it flat on a clean surface.
2. In the center of the wrapper, layer cabbage, carrots, cucumber, avocado, and fresh cilantro.
3. Drizzle a little soy sauce and sesame oil on top of the filling.
4. Fold the sides of the wrapper inwards, then roll from the bottom up to secure the filling. Place seam side down on a plate.
5. Repeat with remaining wrappers and filling.
6. Serve immediately with extra soy sauce or hot sauce for dipping.

### Tips
* Experiment with different fillings like bell peppers, bean sprouts, or tofu.
* For a crunchy texture, add some crushed peanuts or sesame seeds to the filling.","No errors"
603350ad-60fb-4550-b88c-5955be7b8f89,what's a good keto thai lunch?,"## Keto Thai Chicken Salad

A refreshing and flavorful Thai-inspired salad that’s low in carbs and high in flavor, perfect for a quick lunch.

### Ingredients (for 1 person)
* 150 g cooked chicken breast, shredded
* 2 cups mixed salad greens (spinach, arugula, etc.)
* 1/4 cup cucumber, thinly sliced
* 1/4 cup bell pepper, thinly sliced
* 1/4 avocado, diced
* 2 tbsp fresh cilantro, chopped
* 1 tbsp lime juice
* 1 tbsp fish sauce
* 1/2 tbsp olive oil
* Salt and pepper, to taste
* Crushed peanuts (optional, for garnish)

### Instructions
1. In a large bowl, combine shredded chicken, mixed salad greens, cucumber, bell pepper, avocado, and cilantro.
2. In a small bowl, whisk together lime juice, fish sauce, olive oil, salt, and pepper.
3. Pour the dressing over the salad and toss gently to combine.
4. Top with crushed peanuts if desired.
5. Serve immediately or store in an airtight container for later.

### Tips
* For a vegetarian version, substitute chicken with grilled tofu or tempeh.
* Feel free to add avocado or sesame seeds for extra fat and nutrition while staying keto-friendly.","No errors"
5c30c26a-e59a-4f73-b609-95114666ff2e,any gluten-free thai breakfast recipes?,"## Thai Coconut Sticky Rice with Mango 

A sweet and creamy breakfast dish featuring sticky rice, rich coconut sauce, and ripe mango—perfect for a comforting morning treat!

### Ingredients (for 1 person)
* 1/2 cup glutinous rice (sticky rice)
* 1/2 cup coconut milk
* 1 tbsp sugar (or honey)
* Pinch of salt
* 1 ripe mango, sliced
* 1 tbsp toasted sesame seeds or shredded coconut (for garnish, optional)

### Instructions
1. Rinse the sticky rice under cold water until the water runs clear, then soak it in water for at least 30 minutes or up to 4 hours. Drain.
2. In a pot, boil water and place the soaked rice in a steaming basket over the pot. Cover and steam for about 10 minutes, until tender.
3. Meanwhile, in a small saucepan, combine coconut milk, sugar, and salt. Heat gently over medium-low until the sugar dissolves (don't boil).
4. Once the rice is cooked, transfer it to a bowl and pour half of the coconut mixture over the rice. Stir to coat and let it sit for a few minutes.
5. Serve the sticky rice with sliced mango on the side, drizzled with the remaining coconut sauce. Garnish with toasted sesame seeds or shredded coconut if desired.

### Tips
* For added flavor, you can infuse the coconut milk with a pandan leaf while heating it.
* If you're short on time, use precooked sticky rice or microwaveable options available in stores.","This recipe takes more than 15 minutes."
1cd557b1-6b27-4f53-b443-24e7346087a2,can you give me a thai vegan dinner recipe?,"## Quick Thai Basil Tofu Stir-Fry

A vibrant and flavorful vegan stir-fry with tofu, fresh vegetables, and fragrant Thai basil that comes together in just 15 minutes!

### Ingredients (for 1 person)
* 150 grams firm tofu, cubed
* 1 cup mixed bell peppers, sliced
* 1 cup broccoli florets
* 1 tablespoon soy sauce (or tamari for gluten-free)
* 1 tablespoon vegetable oil
* 2 garlic cloves, minced
* 1 tablespoon fresh Thai basil leaves (or regular basil if unavailable)
* 1 teaspoon Sriracha (optional, for heat)
* Cooked rice or quinoa (for serving)

### Instructions
1. Heat vegetable oil in a non-stick skillet over medium-high heat.
2. Add minced garlic and sauté for about 30 seconds until fragrant.
3. Add cubed tofu and cook for 4–5 minutes until golden brown on all sides.
4. Toss in sliced bell peppers and broccoli florets; cook for another 3–4 minutes until the vegetables are tender yet crisp.
5. Pour in soy sauce and Sriracha (if using), stirring to combine everything well.
6. Remove from heat and stir in fresh basil leaves. 
7. Serve over cooked rice or quinoa.

### Tips
* Feel free to swap the vegetables for any others you have on hand, such as snap peas or carrots.
* Tofu can be marinated beforehand in a mixture of soy sauce, lime juice, and garlic for added flavor.","No errors"
abae6bf1-586c-48a3-9abb-fe336c345659,keto thai breakfast ideas?,"I'm here to help with a specific recipe! How about a delicious Keto Thai-inspired breakfast option? 

## Keto Thai Omelette

This flavorful omelette combines classic Thai ingredients for a low-carb breakfast that's quick to make and bursting with flavor.

### Ingredients (for 1 person)
* 2 large eggs
* 1 tbsp coconut milk
* 1/4 cup diced bell pepper (any color)
* 1/4 cup chopped spinach
* 1/2 tbsp fish sauce
* 1/2 tbsp olive oil (or coconut oil)
* Salt and pepper, to taste
* Fresh cilantro or green onion, for garnish (optional)

### Instructions
1. In a bowl, whisk together the eggs, coconut milk, fish sauce, salt, and pepper until well combined.
2. Heat olive oil in a non-stick skillet over medium heat.
3. Add diced bell pepper and sauté for 1–2 minutes until slightly softened.
4. Add chopped spinach and cook for an additional minute until wilted.
5. Pour the egg mixture into the skillet, swirling to distribute evenly.
6. Cook for 2–3 minutes until the edges start to set, then gently lift the edges and let uncooked egg flow underneath.
7. Once mostly set, fold the omelette in half and cook for another minute.
8. Slide onto a plate and garnish with fresh cilantro or green onion if desired.

### Tips
* For a spicier kick, add chopped fresh chili or a dash of sriracha.
* Feel free to mix in cooked shrimp or chicken for added protein.","No errors"
1ccb24c6-a1e5-43b6-a6af-5f5e2939117d,gluten-free chinese breakfast recipes?,"## Savory Gluten-Free Vegetable Congee

A warm and comforting rice porridge perfect for breakfast, packed with vegetables and full of flavor. It's quick to prepare and gluten-free!

### Ingredients (for 1 person)
* 1/2 cup jasmine rice
* 4 cups water or low-sodium chicken broth
* 1/2 cup chopped green onions
* 1/2 cup shredded carrots
* 1/4 cup peas (fresh or frozen)
* 1-2 tsp soy sauce (gluten-free version, to taste)
* Salt, to taste
* Black pepper, to taste
* Optional toppings: sesame oil, chili oil, or a soft-boiled egg

### Instructions
1. Rinse the jasmine rice under cold water until the water runs clear.
2. In a medium pot, combine rice and water (or broth). Bring to a boil, then reduce heat to low.
3. Add chopped green onions, carrots, and peas. Stir well.
4. Cover and simmer for about 15 minutes, or until the rice is soft and the mixture has a porridge-like consistency.
5. Season with gluten-free soy sauce, salt, and pepper to taste.
6. Serve hot with optional toppings if desired.

### Tips
* For added flavor, you can sauté the vegetables in a bit of olive oil before adding them to the rice.
* This congee is versatile; feel free to add any other vegetables you like or have on hand!","This recipe takes more than 15 minutes."
f46f0be7-9b80-4b37-a33d-93165ea517fb,what's a good gluten-free thai dinner?,"## Thai Basil Chicken (Pad Krapow Gai)

This famous Thai street food dish is packed with flavor, featuring ground chicken stir-fried with aromatic basil, garlic, and chili. It's a quick and satisfying gluten-free meal that's perfect for busy weeknights.

### Ingredients (for 1 person)
* 150 grams ground chicken
* 1 tbsp vegetable oil
* 1 garlic clove, minced
* 1 Thai bird's eye chili, finely chopped (adjust to taste)
* 1 tbsp soy sauce (gluten-free)
* 1 tsp oyster sauce (gluten-free) or hoisin sauce
* 1 cup fresh Thai basil leaves
* 1/2 small bell pepper, sliced (optional)
* Steamed jasmine rice (for serving)

### Instructions
1. Heat the vegetable oil in a skillet over medium heat.
2. Add minced garlic and chopped chili, stir-frying for about 30 seconds until fragrant.
3. Add the ground chicken and cook for 4–5 minutes, breaking it up until cooked through.
4. Stir in the soy sauce and oyster sauce, mixing well.
5. Add the sliced bell pepper (if using) and cook for another 1–2 minutes.
6. Remove from heat and fold in the Thai basil leaves until just wilted.
7. Serve immediately over steamed jasmine rice.

### Tips
* For a vegetarian option, substitute ground chicken with crumbled tofu.
* Adjust the number of chilies based on your heat preference.","No errors"
ad4936e2-6f6e-4168-87ad-82a091c0fbea,looking for a chinese snack recipe,"## Spicy Garlic Edamame

A quick and flavorful Chinese-inspired snack featuring tender edamame pods tossed in a spicy garlic sauce — perfect for a healthy bite on the go!

### Ingredients (for 1 person)
* 1 cup frozen edamame pods (in the shell)
* 1/2 tbsp olive oil
* 1 garlic clove, minced
* 1/2 tbsp soy sauce (or tamari for gluten-free)
* 1/4 tsp red pepper flakes (adjust to taste)
* Salt, to taste
* Sesame seeds (for garnish, optional)

### Instructions
1. Cook edamame pods in a pot of boiling water for about 3–5 minutes until tender; drain and set aside.
2. In a skillet, heat olive oil over medium heat and add minced garlic. Sauté for about 30 seconds until fragrant.
3. Add the cooked edamame to the skillet, along with soy sauce and red pepper flakes. Toss to combine, cooking for an additional 1–2 minutes to heat through.
4. Season with salt to taste, and garnish with sesame seeds if desired.
5. Serve warm or at room temperature.

### Tips
* For a variation, add a squeeze of fresh lime juice before serving for a zesty kick.
* You can also experiment with different spices like smoked paprika or even a sprinkle of furikake for extra flavor.","No errors"
f68a0a3e-0ced-4932-ae9d-cdfa99d2643c,vegan mexican breakfast ideas pls!,"## Quick Vegan Breakfast Tacos

Start your day with these flavorful and vibrant vegan tacos packed with protein-rich lentils and fresh veggies. They come together in just minutes, making them a perfect choice for busy mornings.

### Ingredients (for 1 person)
* 1 small tortilla (corn or flour)
* 1/4 cup cooked lentils (canned or pre-cooked)
* 1/4 avocado, sliced
* 1/4 cup diced tomatoes
* 2 tbsp chopped onion
* 1/4 cup fresh cilantro, chopped
* 1/2 lime (for juicing)
* Salt and pepper, to taste
* 1/4 tsp chili powder (optional)

### Instructions
1. Heat the tortilla in a dry skillet over medium heat for about 30 seconds on each side until warm.
2. In a small bowl, mix cooked lentils, diced tomatoes, chopped onion, cilantro, chili powder (if using), and lime juice. Season with salt and pepper.
3. Place the lentil mixture onto the warmed tortilla.
4. Top with sliced avocado and additional cilantro if desired.
5. Fold the taco and enjoy immediately!

### Tips
* Swap in black beans or chickpeas for a different flavor profile.
* Add hot salsa or sliced jalapeños for an extra kick!","No errors"
3510b77b-476f-4c70-b39a-2b61338d4e1e,need a thai vegan snack idea pls!,"## Thai Spicy Peanut Rice Paper Rolls

These Thai-inspired rice paper rolls are filled with fresh vegetables and served with a spicy peanut dipping sauce — a light, healthy snack that's both vibrant and easy to make!

### Ingredients (for 1 person)
* 3 rice paper wrappers
* 1/4 cup shredded carrots
* 1/4 cup cucumber, julienned
* 1/4 cup red bell pepper, julienned
* 1/4 avocado, sliced
* 1/4 cup fresh cilantro leaves
* 1/4 cup peanut butter
* 1 tbsp soy sauce
* 1 tsp lime juice
* 1 tsp chili sauce (adjust based on spice preference)
* Water (for dipping rice paper)

### Instructions
1. Prepare all your vegetables by julienning and slicing them as described.
2. In a small bowl, mix peanut butter, soy sauce, lime juice, and chili sauce to create the dipping sauce.
3. Fill a shallow dish with warm water. Dip one rice paper wrapper in the water for about 10 seconds until softened, then lay it flat on a clean surface.
4. Place a small amount of each vegetable and a few cilantro leaves in the center of the wrapper.
5. Fold the sides over the filling, then roll tightly from the bottom to secure the filling.
6. Repeat with the remaining rice paper wrappers and filling.
7. Serve the rolls with the spicy peanut sauce for dipping.

### Tips
* Feel free to substitute vegetables based on your preference; shredded cabbage or bean sprouts also work well.
* For a bit of crunch, add some crushed peanuts or sesame seeds to the filling!","No errors"
2b79ff2e-e4cd-4754-8065-7cf0c72a9fca,any thai snack recipes?,"## Thai Mango Sticky Rice

A delicious and refreshing Thai dessert that combines sweet sticky rice with ripe mango and creamy coconut milk — perfect for a quick snack!

### Ingredients (for 1 person)
* 1/2 cup sweet sticky rice (or glutinous rice)
* 1/2 cup coconut milk
* 1 ripe mango
* 1 tbsp sugar (or to taste)
* Pinch of salt
* Sesame seeds or mung beans, for topping (optional)

### Instructions
1. Rinse the sticky rice under cold water until the water runs clear, then soak in water for at least 30 minutes (or up to 4 hours).
2. Drain the rice and steam it in a bamboo steamer lined with cheesecloth for about 15 minutes until tender.
3. While the rice is steaming, combine coconut milk, sugar, and a pinch of salt in a saucepan over low heat. Stir until the sugar dissolves, then remove from heat.
4. Once the rice is done, transfer it to a bowl and mix in about 3 tablespoons of the coconut milk mixture. Let it sit for a few minutes to absorb.
5. Peel and slice the mango into thin pieces.
6. To serve, scoop a portion of sticky rice onto a plate, arrange mango slices beside it, and drizzle with additional coconut milk. Sprinkle with sesame seeds or mung beans if desired.

### Tips
* For a richer flavor, let the sticky rice sit in the coconut milk mixture for a few minutes before serving.
* You can substitute the mango with other fruits like banana or strawberries for a twist!","This recipe takes more than 15 minutes."
9ad4c962-e345-450a-b01f-fe4bab7bdb16,what's a good vegan dinner from mexico?,"## Vegan Mexican Tacos with Black Beans

These flavorful vegan tacos are packed with protein from black beans and topped with fresh avocado and salsa, making them a quick and satisfying dinner option.

### Ingredients (for 1 person)
* 2 corn tortillas
* 1/2 cup canned black beans (drained and rinsed)
* 1/4 avocado (sliced)
* 1/4 cup diced tomatoes
* 2 tbsp chopped fresh cilantro
* 1 tbsp lime juice
* 1/4 tsp cumin
* Salt, to taste
* Pepper, to taste

### Instructions
1. In a small bowl, mash the black beans with cumin, salt, and pepper.
2. Warm the corn tortillas in a dry skillet over medium heat for about 30 seconds on each side.
3. Spread the mashed black beans evenly onto the warm tortillas.
4. Top with diced tomatoes, avocado slices, and chopped cilantro.
5. Drizzle with lime juice before serving.

### Tips
* Add corn or diced bell peppers for extra flavor and texture.
* For a spicy kick, include sliced jalapeños or a sprinkle of chili powder.","No errors"
5ca47b8e-2b09-4aee-afe9-b665019984b0,easy vegan snacks mexican food?,"## Spicy Avocado and Bean Quesadilla

A flavorful and satisfying vegan snack that brings together creamy avocado, protein-rich beans, and spicy seasonings, all wrapped in a crisp tortilla. Perfect for a quick midday bite!

### Ingredients (for 1 person)
* 1 whole wheat tortilla (8 inches)
* 1/2 ripe avocado
* 1/2 cup canned black beans, drained and rinsed
* 1/4 tsp chili powder
* 1/4 tsp cumin
* Salt, to taste
* 1 tbsp fresh cilantro, chopped (optional)
* 1 tbsp lime juice

### Instructions
1. In a bowl, mash the avocado with lime juice, chili powder, cumin, and salt until smooth.
2. Spread the mashed avocado mixture evenly over half of the tortilla.
3. Layer the black beans on top of the avocado mixture and sprinkle with chopped cilantro, if using.
4. Fold the tortilla in half to cover the filling.
5. Heat a non-stick skillet over medium heat, then cook the quesadilla for about 2-3 minutes on each side until golden and crispy.
6. Remove from the skillet, cut into wedges, and serve warm.

### Tips
* Add diced tomatoes or jalapeños for extra flavor and freshness.
* Serve with salsa or guacamole on the side for dipping.","No errors"
0ad93f88-43dd-4a94-b80e-118deb61a1f4,need a quick vegan lunch recipe mexican style,"## Mexican-Style Chickpea Tacos

These quick and vibrant tacos are packed with flavor and made using protein-rich chickpeas, perfect for a satisfying vegan lunch.

### Ingredients (for 1 person)
* 1 cup canned chickpeas (drained and rinsed)
* 1/2 tbsp olive oil
* 1 tsp taco seasoning (store-bought or homemade)
* 2 small corn tortillas
* 1/4 cup diced tomatoes
* 1/4 avocado, sliced
* 2 tbsp fresh cilantro, chopped
* Lime wedge (for serving)
* Salt, to taste

### Instructions
1. In a skillet, heat olive oil over medium heat. Add chickpeas and cook for 2–3 minutes, stirring occasionally.
2. Sprinkle taco seasoning and a pinch of salt over chickpeas. Stir to combine and cook for another 2 minutes until heated through.
3. While chickpeas cook, warm corn tortillas in a separate skillet for about 30 seconds on each side.
4. Assemble tacos by placing seasoned chickpeas on the tortillas, followed by diced tomatoes and avocado slices.
5. Garnish with fresh cilantro and serve with a lime wedge.

### Tips
* For extra flavor, add sliced jalapeños or a drizzle of salsa on top.
* Feel free to substitute the chickpeas with black beans or lentils for variety.","No errors"
56eca3d7-2585-4247-a147-5bca7d7fd763,looking for a keto thai snack recipe,"## Keto Thai Chicken Satay Skewers

These flavorful chicken satay skewers are a low-carb delight, marinated in a fragrant blend of spices and served with a creamy peanut dipping sauce, making them a perfect keto-friendly snack!

### Ingredients (for 1 person)
* 150 grams chicken breast, cut into strips
* 1 tbsp coconut aminos (or soy sauce for non-keto)
* 1/2 tsp ground coriander
* 1/2 tsp ground cumin
* 1/2 tsp garlic powder
* 1/2 tsp turmeric powder
* 1 tbsp coconut oil (for grilling)
* Salt, to taste
* Black pepper, to taste

#### Peanut Dipping Sauce
* 1 tbsp natural peanut butter (or almond butter)
* 1/2 tbsp coconut aminos
* 1 tsp lime juice
* Water, as needed to thin

### Instructions
1. In a bowl, combine the chicken strips, coconut aminos, coriander, cumin, garlic powder, turmeric, salt, and pepper. Mix well and let marinate for 5 minutes.
2. While the chicken is marinating, prepare the peanut dipping sauce by whisking together peanut butter, coconut aminos, lime juice, and enough water to reach your desired consistency.
3. Heat coconut oil in a grilling pan over medium-high heat.
4. Thread the marinated chicken strips onto skewers and grill for about 5-7 minutes on each side, until cooked through.
5. Serve immediately with the peanut dipping sauce.

### Tips
* You can substitute chicken with beef or tofu for a different protein option.
* For extra flavor, add a pinch of red pepper flakes to the marinade for some heat.","No errors"
306f2d57-022b-4ab4-afaa-56245003cca8,gluten-free mexican breakfast recipes?,"## Quick Mexican Breakfast Bowl

A flavorful and nutritious breakfast bowl featuring eggs, beans, and avocado, perfect for busy mornings and entirely gluten-free.

### Ingredients (for 1 person)
* 2 large eggs
* 1/4 cup canned black beans, rinsed and drained
* 1/4 avocado, diced
* 1/4 cup diced tomatoes
* 1/4 cup shredded cheese (optional)
* 1 tbsp olive oil
* 1/4 tsp cumin
* Salt and pepper, to taste
* Fresh cilantro, for garnish (optional)
* Lime wedge, for serving

### Instructions
1. In a small bowl, whisk the eggs with cumin, salt, and pepper.
2. Heat olive oil in a non-stick skillet over medium heat.
3. Pour in the eggs and scramble until fully cooked, about 2–3 minutes.
4. In a bowl, combine scrambled eggs, black beans, diced tomatoes, and avocado.
5. Top with cheese, cilantro, and a squeeze of lime.
6. Serve immediately and enjoy!

### Tips
* For extra flavor, add diced jalapeños or bell peppers while scrambling the eggs.
* Substitute black beans with pinto beans or roasted corn for a twist.","No errors"
447a5728-d95d-4ef4-99c8-cb4c00160de0,need a quick keto lunch recipe mexican style,"## Mexican-Style Avocado Chicken Salad

A flavorful and satisfying keto lunch option featuring creamy avocado and seasoned chicken, perfect for a quick meal.

### Ingredients (for 1 person)
* 1 cooked chicken breast (about 100g, shredded or diced)
* 1/2 ripe avocado
* 1/4 cup cherry tomatoes, halved
* 1 tablespoon red onion, finely chopped
* 1 tablespoon fresh cilantro, chopped
* 1 tablespoon lime juice
* Salt and black pepper, to taste
* 1/4 teaspoon chili powder (optional)

### Instructions
1. In a mixing bowl, mash the avocado with a fork until slightly creamy but still chunky.
2. Add the cooked chicken, cherry tomatoes, red onion, cilantro, lime juice, salt, pepper, and chili powder (if using). Mix until well combined.
3. Serve immediately on its own, or in lettuce wraps for an extra crunch.

### Tips
* Add chopped green bell peppers for extra crunch.
* Substitute chicken with canned tuna or shrimp for variety.","No errors"
cd4057e0-f011-46bd-950f-4e681c254aec,need gluten free lunch ideas mexican!,"## Quinoa & Black Bean Mexican Salad

This vibrant and nutritious salad is packed with fiber and protein, making it a perfect gluten-free lunch option that’s ready in just minutes!

### Ingredients (for 1 person)
* 1/2 cup cooked quinoa
* 1/2 cup canned black beans, rinsed and drained
* 1/4 cup cherry tomatoes, halved
* 1/4 avocado, diced
* 1/4 cup corn (fresh or canned)
* 1 tablespoon cilantro, chopped
* 1 tablespoon lime juice
* 1 tablespoon olive oil
* Salt, to taste
* Black pepper, to taste

### Instructions
1. In a mixing bowl, combine the cooked quinoa, black beans, cherry tomatoes, avocado, corn, and cilantro.
2. In a small bowl, whisk together the lime juice, olive oil, salt, and pepper.
3. Pour the dressing over the salad ingredients and toss gently to combine.
4. Serve immediately or chill in the refrigerator for a refreshing taste.

### Tips
* Add diced bell peppers or jalapeños for extra flavor and heat.
* If you prefer, substitute lime juice with lemon juice for a different zing!","No errors"
d16cc60e-b352-4665-ab42-0ecd33753c9c,keto mexican breakfast recipes plz!,"## Keto Mexican Scrambled Eggs

This delicious and satisfying breakfast combines the rich flavors of Mexican cuisine with a keto-friendly twist, ensuring you kick-start your day with plenty of protein and healthy fats.

### Ingredients (for 1 person)
* 3 large eggs
* 2 tbsp heavy cream
* 1/4 cup diced bell pepper (mixed colors)
* 1/4 cup diced tomatoes
* 1/4 avocado, diced
* 1/4 cup shredded cheese (cheddar or feta)
* 1/2 tsp chili powder
* Salt and pepper, to taste
* 1 tbsp olive oil or butter
* Fresh cilantro for garnish (optional)

### Instructions
1. In a bowl, whisk together the eggs, heavy cream, chili powder, salt, and pepper until well combined.
2. Heat the olive oil or butter in a non-stick skillet over medium heat.
3. Add the diced bell pepper and tomatoes, cooking for about 2 minutes until softened.
4. Pour the egg mixture into the skillet, constantly stirring to scramble the eggs until they are fully cooked.
5. Remove from heat and stir in the diced avocado and cheese until well combined.
6. Serve hot, garnished with fresh cilantro if desired.

### Tips
* Feel free to add cooked sausage or bacon for extra protein.
* Swap the cheese for a dairy-free option if you're lactose intolerant.","No errors"
89c99481-3787-4902-9702-f7d22a66ef15,easy keto snacks mexican food?,"I'm here to provide you with a delicious recipe rather than snack ideas, but here's a quick and flavorful dish that can be enjoyed as a snack or small meal, inspired by Mexican flavors!

## Keto-Friendly Mexican Avocado Chicken Bites

These bite-sized delights feature creamy avocado and seasoned chicken, creating a satisfying snack packed with flavor and healthy fats.

### Ingredients (for 1 person)
* 1 small avocado, halved and pitted
* 1/2 cup cooked chicken breast, shredded (or canned chicken)
* 1 tbsp salsa (preferably low-sugar)
* 1 tbsp fresh cilantro, chopped
* 1/2 tsp lime juice
* Salt and pepper, to taste

### Instructions
1. In a bowl, mix together the shredded chicken, salsa, cilantro, lime juice, salt, and pepper until well combined.
2. Scoop out a little of the avocado flesh to create space for the filling.
3. Spoon the chicken mixture into each half of the avocado.
4. Serve immediately as a snack or light meal.

### Tips
* For a spicier kick, add diced jalapeño to the chicken mixture.
* Substitute the chicken for canned tuna or shrimp for a different flavor.","No errors"
